time,name,count,ratio,rank_demand,flow_in_net_country_norm,rank_supply,industry_mismatch_stop10,industry_demand_lack_stop10,industry_supply_lack_stop10
2019Q4,三门峡市,11,0.00010655507444324974,9.5,-0.0017775647475137,1.0,8.5,8.5,0.0
2019Q4,上海市,97089,0.26595937017192073,1.0,2.192339832454653,8.0,7.0,0.0,7.0
2019Q4,上海市,38180,0.10458783954066818,3.0,2.189766311066749,9.0,6.0,0.0,6.0
2019Q4,上海市,22916,0.06277461841052781,4.0,1.392695359200533,10.0,6.0,0.0,6.0
2019Q4,上海市,19599,0.05368824167515861,5.0,5.558600203084495,2.0,3.0,3.0,0.0
2019Q4,上海市,19131,0.052406232536734494,6.0,4.657044041996503,3.0,3.0,3.0,0.0
2019Q4,上海市,17698,0.048480764384252105,7.0,3.7877666949105255,5.0,2.0,2.0,0.0
2019Q4,上海市,13770,0.0377206534959403,8.0,4.643544320457591,4.0,4.0,4.0,0.0
2019Q4,上海市,10980,0.030077906709181156,9.0,2.604755796637213,7.0,2.0,2.0,0.0
2019Q4,上海市,5980,0.01638122787986369,11.0,5.821018186157294,1.0,10.0,10.0,0.0
2019Q4,上海市,534,0.0014628052989711054,15.0,3.5836379396936944,6.0,9.0,9.0,0.0
2019Q4,上饶市,76408,0.631794803949131,1.0,0.0382884176893672,2.0,1.0,0.0,1.0
2019Q4,上饶市,10561,0.08732573715457508,3.0,-0.0168788765789855,5.0,2.0,0.0,2.0
2019Q4,上饶市,2183,0.018050571367146804,4.0,-0.0805120506975259,10.0,6.0,0.0,6.0
2019Q4,上饶市,245,0.0020258314177512443,6.0,-0.0094011318311921,4.0,2.0,2.0,0.0
2019Q4,上饶市,196,0.0016206651342009955,7.0,-0.0735156599537747,8.0,1.0,0.0,1.0
2019Q4,上饶市,125,0.0010335874580363492,8.0,0.0453442185497793,1.0,7.0,7.0,0.0
2019Q4,上饶市,51,0.00042170368287883047,9.0,-0.0212666418287446,7.0,2.0,2.0,0.0
2019Q4,上饶市,50,0.0004134349832145397,10.0,-0.0192035054802153,6.0,4.0,4.0,0.0
2019Q4,上饶市,49,0.00040516628355024886,11.0,-0.0763022888354913,9.0,2.0,2.0,0.0
2019Q4,上饶市,32,0.0002645983892573054,12.0,-0.0075691089540354,3.0,9.0,9.0,0.0
2019Q4,东莞市,18214,0.11491047657501924,3.0,-0.2657417721341955,6.0,3.0,0.0,3.0
2019Q4,东莞市,3908,0.024655218098999405,6.0,-0.015903341542617,2.0,4.0,4.0,0.0
2019Q4,东莞市,2588,0.016327457635673098,7.0,-0.4636790893726681,10.0,3.0,0.0,3.0
2019Q4,东莞市,851,0.005368881935068704,10.0,-0.3148107946009439,8.0,2.0,2.0,0.0
2019Q4,东莞市,731,0.004611812802039039,11.0,-0.2879436659439447,7.0,4.0,4.0,0.0
2019Q4,东莞市,635,0.004006157495615308,12.0,-0.0866917827313361,3.0,9.0,9.0,0.0
2019Q4,东莞市,441,0.002782229063884017,13.0,-0.1340460275459967,5.0,8.0,8.0,0.0
2019Q4,东莞市,256,0.001615080817129951,14.0,-0.0934185789188623,4.0,10.0,10.0,0.0
2019Q4,东莞市,144,0.0009084829596355974,15.0,-0.4059272486586383,9.0,6.0,6.0,0.0
2019Q4,东莞市,32,0.00020188510214124388,16.0,-0.0109397080660672,1.0,15.0,15.0,0.0
2019Q4,东营市,2345,0.021598570533839297,5.0,-0.0082172143257712,10.0,5.0,0.0,5.0
2019Q4,东营市,1476,0.013594665291235309,6.0,0.0132323828777159,5.0,1.0,1.0,0.0
2019Q4,东营市,1217,0.011209151530781418,7.0,0.0622631512218705,2.0,5.0,5.0,0.0
2019Q4,东营市,232,0.002136830858784954,9.0,0.0750848422322361,1.0,8.0,8.0,0.0
2019Q4,东营市,128,0.0011789411634675606,10.0,0.0254394976141801,3.0,7.0,7.0,0.0
2019Q4,东营市,113,0.001040783995873706,11.0,0.0174822008328561,4.0,7.0,7.0,0.0
2019Q4,东营市,85,0.0007828906163651771,12.0,-0.0024384971475336,7.0,5.0,5.0,0.0
2019Q4,东营市,64,0.0005894705817337803,13.0,0.0014535120616458,6.0,7.0,7.0,0.0
2019Q4,东营市,53,0.00048815532549828684,14.0,-0.0078675075833351,9.0,5.0,5.0,0.0
2019Q4,东营市,25,0.00023026194598975796,15.0,-0.0074358866841761,8.0,7.0,7.0,0.0
2019Q4,中卫市,42446,0.8185359456957729,1.0,-0.0004973310488327,1.0,0.0,0.0,0.0
2019Q4,中卫市,6358,0.12260876272755322,2.0,-0.013161720741024,3.0,1.0,0.0,1.0
2019Q4,中卫市,266,0.0051295896328293735,4.0,-0.0396215345094379,5.0,1.0,0.0,1.0
2019Q4,中卫市,12,0.00023141005862388153,5.0,-0.0135355065317752,4.0,1.0,1.0,0.0
2019Q4,中卫市,11,0.00021212588707189139,6.0,-0.0128135890068411,2.0,4.0,4.0,0.0
2019Q4,中山市,73498,0.5228792578469594,1.0,-0.031612702652719,7.0,6.0,0.0,6.0
2019Q4,中山市,3108,0.02211092456105404,5.0,0.0673696839800573,3.0,2.0,2.0,0.0
2019Q4,中山市,1364,0.009703764833100936,8.0,0.6560636376825555,1.0,7.0,7.0,0.0
2019Q4,中山市,759,0.0053996755926126174,9.0,0.1686996574786423,2.0,7.0,7.0,0.0
2019Q4,中山市,488,0.0034717281807575195,10.0,-0.0513457202336066,9.0,1.0,1.0,0.0
2019Q4,中山市,425,0.0030235337639793972,11.0,-0.0847697436939322,10.0,1.0,1.0,0.0
2019Q4,中山市,287,0.0020417745653225575,12.0,-0.0061781570255569,6.0,6.0,6.0,0.0
2019Q4,中山市,266,0.001892376426396517,13.0,-0.0503366560994038,8.0,5.0,5.0,0.0
2019Q4,中山市,168,0.0011951851114083264,14.0,-0.0052219760127438,5.0,9.0,9.0,0.0
2019Q4,中山市,14,9.95987592840272e-05,16.0,0.0247560611740983,4.0,12.0,12.0,0.0
2019Q4,临汾市,75475,0.6390878761706379,1.0,-0.0700102635636305,4.0,3.0,0.0,3.0
2019Q4,临汾市,12978,0.10989178478890413,3.0,-0.063198403202875,3.0,0.0,0.0,0.0
2019Q4,临汾市,2840,0.024047824687971005,4.0,-0.100819361496951,5.0,1.0,0.0,1.0
2019Q4,临汾市,473,0.004005148266693763,5.0,-0.2002333690288863,8.0,3.0,0.0,3.0
2019Q4,临汾市,50,0.0004233771952107572,7.0,-0.2876920773652802,9.0,2.0,0.0,2.0
2019Q4,临汾市,36,0.00030483158055174517,8.0,-0.1519870783428332,6.0,2.0,2.0,0.0
2019Q4,临汾市,32,0.00027096140493488457,9.0,-0.0229800714348378,1.0,8.0,8.0,0.0
2019Q4,临汾市,24,0.00020322105370116343,10.0,-0.2942825012664407,10.0,0.0,0.0,0.0
2019Q4,临汾市,15,0.00012701315856322715,11.0,-0.1752655484069707,7.0,4.0,4.0,0.0
2019Q4,临汾市,12,0.00010161052685058171,12.0,-0.0494527122315358,2.0,10.0,10.0,0.0
2019Q4,临沂市,79400,0.6129712119691507,1.0,-0.1109007797517185,8.0,7.0,0.0,7.0
2019Q4,临沂市,11445,0.08835586298472203,3.0,-0.0187318284879508,4.0,1.0,0.0,1.0
2019Q4,临沂市,4076,0.0314668848864768,4.0,-0.097280209046714,7.0,3.0,0.0,3.0
2019Q4,临沂市,1782,0.013757112087267338,6.0,-0.1333319850623286,9.0,3.0,0.0,3.0
2019Q4,临沂市,449,0.0034662981634023763,8.0,-0.1403846359062344,10.0,2.0,0.0,2.0
2019Q4,临沂市,196,0.001513127928790347,11.0,-0.0190655581855964,5.0,6.0,6.0,0.0
2019Q4,临沂市,115,0.000887804652096377,12.0,-0.0169430117204061,3.0,9.0,9.0,0.0
2019Q4,临沂市,111,0.0008569244902843291,13.0,-0.0655727652089881,6.0,7.0,7.0,0.0
2019Q4,临沂市,77,0.000594443114881922,14.0,-0.0128392430634093,1.0,13.0,13.0,0.0
2019Q4,临沂市,32,0.00024704129449638315,15.0,-0.0147916611821412,2.0,13.0,13.0,0.0
2019Q4,临沧市,73827,0.7147268960443007,1.0,0.0011679404606303,2.0,1.0,0.0,1.0
2019Q4,临沧市,8124,0.07864929231126687,3.0,-0.0003481317341829,4.0,1.0,0.0,1.0
2019Q4,临沧市,1583,0.015325188297480977,4.0,-0.0014791661182141,5.0,1.0,0.0,1.0
2019Q4,临沧市,123,0.0011907758437082502,5.0,-0.0260378698810326,9.0,4.0,0.0,4.0
2019Q4,临沧市,60,0.0005808662652235367,7.0,-0.0018770309572803,6.0,1.0,1.0,0.0
2019Q4,临沧市,42,0.00040660638565647567,8.0,0.0019380160821945,1.0,7.0,7.0,0.0
2019Q4,临沧市,23,0.0002226654016690224,9.0,0.0008823688596148,3.0,6.0,6.0,0.0
2019Q4,临沧市,22,0.00021298429724863013,10.0,-0.0288967359076943,10.0,0.0,0.0,0.0
2019Q4,临沧市,18,0.00017425987956706102,11.0,-0.0254908057273166,8.0,3.0,3.0,0.0
2019Q4,临沧市,11,0.00010649214862431507,12.0,-0.0254667266790015,7.0,5.0,5.0,0.0
2019Q4,丹东市,49368,0.6126734344361985,1.0,-0.0490179413158704,3.0,2.0,0.0,2.0
2019Q4,丹东市,8075,0.10021345776762888,3.0,-0.0657460435719529,4.0,1.0,0.0,1.0
2019Q4,丹东市,1552,0.019260840427908363,4.0,-0.026647494167916,2.0,2.0,2.0,0.0
2019Q4,丹东市,429,0.005324033855394773,5.0,-0.084190725450635,5.0,0.0,0.0,0.0
2019Q4,丹东市,54,0.0006701581076720693,6.0,-0.1729906526106242,8.0,2.0,0.0,2.0
2019Q4,丹东市,38,0.00047159274243590063,7.0,-0.1028584187971653,6.0,1.0,1.0,0.0
2019Q4,丹东市,11,0.00013651368859986596,8.5,-0.1703194669834647,7.0,1.5,1.5,0.0
2019Q4,丹东市,11,0.00013651368859986596,8.5,-0.0249934746784838,1.0,7.5,7.5,0.0
2019Q4,丽水市,78444,0.7012882519645619,1.0,0.0185409980719422,1.0,0.0,0.0,0.0
2019Q4,丽水市,8541,0.07635641935685741,3.0,-0.0026855876636968,5.0,2.0,0.0,2.0
2019Q4,丽水市,2642,0.023619442681280564,4.0,0.0074808947642998,3.0,1.0,1.0,0.0
2019Q4,丽水市,248,0.0022171164969559346,5.0,-0.0207468067398501,8.0,3.0,0.0,3.0
2019Q4,丽水市,227,0.002029376793584666,6.0,0.0016011363680425,4.0,2.0,2.0,0.0
2019Q4,丽水市,103,0.0009208185451066987,7.0,-0.0150788077914099,7.0,0.0,0.0,0.0
2019Q4,丽水市,90,0.0008045987287340086,8.0,-0.0146937699806279,6.0,2.0,2.0,0.0
2019Q4,丽水市,54,0.00048275923724040514,9.0,0.0105596222423032,2.0,7.0,7.0,0.0
2019Q4,丽江市,75018,0.7306639654819764,1.0,0.0461944063575546,4.0,3.0,0.0,3.0
2019Q4,丽江市,6935,0.06754585033748575,3.0,0.0329588734633323,6.0,3.0,0.0,3.0
2019Q4,丽江市,1284,0.012505965657293686,4.0,0.0157831732633003,8.0,4.0,0.0,4.0
2019Q4,丽江市,213,0.0020745877609061954,5.0,0.0690862636026568,2.0,3.0,3.0,0.0
2019Q4,丽江市,123,0.0011980013830585072,6.0,0.0552042003449519,3.0,3.0,3.0,0.0
2019Q4,丽江市,52,0.0005064721294231087,7.0,0.0695322865383531,1.0,6.0,6.0,0.0
2019Q4,丽江市,48,0.0004675127348521004,8.0,0.0119537241872881,9.0,1.0,0.0,1.0
2019Q4,丽江市,31,0.00030193530792531483,10.0,0.0456216881472704,5.0,5.0,5.0,0.0
2019Q4,丽江市,23,0.00022401651878329812,11.0,0.0072675603082294,10.0,1.0,1.0,0.0
2019Q4,丽江市,14,0.0001363578809985293,13.0,0.0213260519454056,7.0,6.0,6.0,0.0
2019Q4,乌兰察布市,16417,0.5183933815403076,1.0,-0.0081659062126347,1.0,0.0,0.0,0.0
2019Q4,乌兰察布市,8839,0.279105750102624,2.0,-0.0124782843009423,3.0,1.0,0.0,1.0
2019Q4,乌兰察布市,663,0.020935299504247055,4.0,-0.0618187032944274,4.0,0.0,0.0,0.0
2019Q4,乌兰察布市,12,0.00037891944804067067,5.0,-0.0113969830217944,2.0,3.0,3.0,0.0
2019Q4,乌海市,38702,0.7159612253958858,1.0,0.0030321443896265,2.0,1.0,0.0,1.0
2019Q4,乌海市,6394,0.11828474174929703,3.0,0.0062760482270703,1.0,2.0,2.0,0.0
2019Q4,乌海市,293,0.005420304869024715,4.0,-0.0078675075833351,5.0,1.0,0.0,1.0
2019Q4,乌海市,16,0.0002959893443836022,5.0,-0.0078177744784518,4.0,1.0,1.0,0.0
2019Q4,乌海市,14,0.00025899067633565194,6.0,-0.0038535281243271,3.0,3.0,3.0,0.0
2019Q4,乌鲁木齐市,8961,0.11590697433774834,2.0,-0.0175254069424681,9.0,7.0,0.0,7.0
2019Q4,乌鲁木齐市,556,0.007191639072847682,4.0,-0.0176890082936553,10.0,6.0,0.0,6.0
2019Q4,乌鲁木齐市,354,0.004578849337748344,5.0,-0.0104999851633838,8.0,3.0,0.0,3.0
2019Q4,乌鲁木齐市,262,0.003388865894039735,7.0,0.0114579681467086,5.0,2.0,2.0,0.0
2019Q4,乌鲁木齐市,221,0.0028585471854304634,8.0,0.0981274738002414,2.0,6.0,6.0,0.0
2019Q4,乌鲁木齐市,84,0.0010865066225165562,9.0,-0.0023950640756632,7.0,2.0,2.0,0.0
2019Q4,乌鲁木齐市,78,0.0010088990066225165,10.0,0.1587478575527106,1.0,9.0,9.0,0.0
2019Q4,乌鲁木齐市,34,0.0004397764900662252,11.0,0.0129114802083544,4.0,7.0,7.0,0.0
2019Q4,乌鲁木齐市,27,0.0003492342715231788,13.0,0.000377162769516,6.0,7.0,7.0,0.0
2019Q4,乌鲁木齐市,12,0.00015521523178807948,14.0,0.021075811412736,3.0,11.0,11.0,0.0
2019Q4,乐山市,76590,0.694681275623118,1.0,-0.0719739337023932,6.0,5.0,0.0,5.0
2019Q4,乐山市,9231,0.08372637231070638,3.0,-0.0207805627999428,3.0,0.0,0.0,0.0
2019Q4,乐山市,2299,0.02085222943801473,4.0,-0.0417728850477028,5.0,1.0,0.0,1.0
2019Q4,乐山市,184,0.001668903965460944,5.0,-0.1627888391142815,10.0,5.0,0.0,5.0
2019Q4,乐山市,132,0.001197257192613286,6.0,-0.001102003348698,2.0,4.0,4.0,0.0
2019Q4,乐山市,123,0.0011156260203896528,7.5,-0.1107644074653528,7.0,0.5,0.5,0.0
2019Q4,乐山市,123,0.0011156260203896528,7.5,-0.1245598315415753,8.0,0.5,0.0,0.5
2019Q4,乐山市,21,0.0001904727351884773,9.0,0.00439901726979,1.0,8.0,8.0,0.0
2019Q4,乐山市,16,0.00014512208395312556,10.0,-0.0285357771452272,4.0,6.0,6.0,0.0
2019Q4,乐山市,13,0.00011791169321191452,11.0,-0.161770097968301,9.0,2.0,2.0,0.0
2019Q4,九江市,76729,0.6637743847052208,1.0,-0.0004507479604558,1.0,0.0,0.0,0.0
2019Q4,九江市,10519,0.09099874562048532,3.0,-0.0314331242567413,7.0,4.0,0.0,4.0
2019Q4,九江市,2358,0.020398806176737748,4.0,-0.0582779758359372,9.0,5.0,0.0,5.0
2019Q4,九江市,814,0.007041827068644838,5.0,-0.0075241008739118,4.0,1.0,1.0,0.0
2019Q4,九江市,405,0.0035036117479129722,6.0,-0.0386700785213843,8.0,2.0,0.0,2.0
2019Q4,九江市,279,0.0024135992041178253,8.0,-0.0039289152857786,2.0,6.0,6.0,0.0
2019Q4,九江市,220,0.0019031965050391453,9.0,-0.011088907380717,5.0,4.0,4.0,0.0
2019Q4,九江市,167,0.0014446991651888058,11.0,-0.0645715761160513,10.0,1.0,1.0,0.0
2019Q4,九江市,19,0.00016436697088974438,13.0,-0.0118445809657438,6.0,7.0,7.0,0.0
2019Q4,九江市,17,0.0001470651844802976,14.0,-0.005854104339689,3.0,11.0,11.0,0.0
2019Q4,云浮市,70672,0.7191541756978153,1.0,0.0508051830751619,1.0,0.0,0.0,0.0
2019Q4,云浮市,6984,0.07106877919223373,3.0,0.0105884263153779,4.0,1.0,0.0,1.0
2019Q4,云浮市,1456,0.014816171607086526,4.0,-0.0060033036543389,6.0,2.0,0.0,2.0
2019Q4,云浮市,184,0.001872373334961484,5.0,0.0164409556468137,3.0,2.0,2.0,0.0
2019Q4,云浮市,75,0.0007631956528375614,6.0,0.0245058206414288,2.0,4.0,4.0,0.0
2019Q4,云浮市,66,0.0006716121744970541,7.0,-0.0089632108990203,7.0,0.0,0.0,0.0
2019Q4,云浮市,31,0.00031545420317285875,8.0,-0.030836326998142,9.0,1.0,0.0,1.0
2019Q4,云浮市,19,0.0001933428987188489,9.0,0.0101264263348911,5.0,4.0,4.0,0.0
2019Q4,云浮市,12,0.00012211130445400982,10.0,-0.0271207461684337,8.0,2.0,2.0,0.0
2019Q4,亳州市,74888,0.7325442629365156,1.0,0.005342371254319,1.0,0.0,0.0,0.0
2019Q4,亳州市,7456,0.07293358114056539,3.0,-0.0066995671227047,2.0,1.0,1.0,0.0
2019Q4,亳州市,1449,0.014173921549447325,4.0,-0.0335572457301848,3.0,1.0,1.0,0.0
2019Q4,亳州市,263,0.002572630343343441,5.0,-0.0475772562825086,5.0,0.0,0.0,0.0
2019Q4,亳州市,113,0.0011053506798395774,6.0,-0.0602544730029841,7.0,1.0,0.0,1.0
2019Q4,亳州市,48,0.0004695294923212364,7.0,-0.036930994858723,4.0,3.0,3.0,0.0
2019Q4,亳州市,45,0.0004401838990511592,8.0,-0.116294459119174,8.0,0.0,0.0,0.0
2019Q4,亳州市,13,0.0001271642375036682,9.0,-0.0548367145872135,6.0,3.0,3.0,0.0
2019Q4,伊春市,50893,0.5854076562068649,1.0,-0.0180708960879309,3.0,2.0,0.0,2.0
2019Q4,伊春市,11450,0.131706082635502,3.0,-0.0936224633254135,6.0,3.0,0.0,3.0
2019Q4,伊春市,1966,0.022614336983528112,4.0,-0.0122921789096933,1.0,3.0,3.0,0.0
2019Q4,伊春市,188,0.0021625103524431765,5.0,-0.1314295270107385,7.0,2.0,0.0,2.0
2019Q4,伊春市,57,0.0006556547345173461,6.0,-0.089484938608324,5.0,1.0,1.0,0.0
2019Q4,伊春市,11,0.00012652986104720715,7.5,-0.0620176357139605,4.0,3.5,3.5,0.0
2019Q4,伊春市,11,0.00012652986104720715,7.5,-0.0179842569064485,2.0,5.5,5.5,0.0
2019Q4,伊犁哈萨克自治州,16,0.04199475065616798,2.0,0.003479742333576,1.0,1.0,1.0,0.0
2019Q4,佛山市,51725,0.5222268216099427,1.0,-0.1913549953408367,8.0,7.0,0.0,7.0
2019Q4,佛山市,8220,0.08299090330853029,3.0,-0.0822189533083478,3.0,0.0,0.0,0.0
2019Q4,佛山市,2249,0.02270639191494947,6.0,-0.1173901624348593,5.0,1.0,1.0,0.0
2019Q4,佛山市,1735,0.01751693640392945,8.0,-0.1288670306806063,6.0,2.0,2.0,0.0
2019Q4,佛山市,448,0.004523105192484376,10.0,-0.0405054783773059,2.0,8.0,8.0,0.0
2019Q4,佛山市,391,0.0039476208264763194,11.0,-0.1948025566225733,9.0,2.0,2.0,0.0
2019Q4,佛山市,310,0.003129827253728028,12.0,-0.2755923038798487,10.0,2.0,2.0,0.0
2019Q4,佛山市,251,0.0025341504538249518,13.0,-0.0893388893101806,4.0,9.0,9.0,0.0
2019Q4,佛山市,145,0.0014639514573889165,14.0,-0.0353492125142359,1.0,13.0,13.0,0.0
2019Q4,佛山市,49,0.0004947146304279786,15.0,-0.1449535545602244,7.0,8.0,8.0,0.0
2019Q4,佳木斯市,49874,0.6055830105516228,1.0,-0.0393359629084224,3.0,2.0,0.0,2.0
2019Q4,佳木斯市,9326,0.11323870466384157,3.0,-0.0331465538628345,2.0,1.0,1.0,0.0
2019Q4,佳木斯市,1590,0.019306191337712643,4.0,-0.0887261150067908,5.0,1.0,0.0,1.0
2019Q4,佳木斯市,452,0.005488300933739694,5.0,-0.2258605470425686,7.0,2.0,0.0,2.0
2019Q4,佳木斯市,315,0.0038248114914336364,6.0,-0.3111197467440675,8.0,2.0,0.0,2.0
2019Q4,佳木斯市,13,0.00015784936313853102,8.0,-0.1116949344215977,6.0,2.0,2.0,0.0
2019Q4,佳木斯市,13,0.00015784936313853102,8.0,-0.0399696662436208,4.0,4.0,4.0,0.0
2019Q4,佳木斯市,13,0.00015784936313853102,8.0,-0.0206682695618921,1.0,7.0,7.0,0.0
2019Q4,保定市,84774,0.5933313736194515,1.0,-0.1682867097162633,6.0,5.0,0.0,5.0
2019Q4,保定市,18429,0.12898416831142653,3.0,-0.1364284915556343,5.0,2.0,0.0,2.0
2019Q4,保定市,2746,0.01921919399767634,4.0,-0.2231556053553164,7.0,3.0,0.0,3.0
2019Q4,保定市,552,0.0038634359383530005,6.0,-0.2704857711216619,9.0,3.0,0.0,3.0
2019Q4,保定市,551,0.00385643696020381,7.0,-0.2696499853504239,8.0,1.0,0.0,1.0
2019Q4,保定市,431,0.003016559582300984,8.0,-0.3339488168937439,10.0,2.0,0.0,2.0
2019Q4,保定市,92,0.0006439059897255001,12.0,-0.0446189240460804,1.0,11.0,11.0,0.0
2019Q4,保定市,78,0.000545920295636837,13.0,-0.1201576642552789,3.0,10.0,10.0,0.0
2019Q4,保定市,29,0.00020297036632651634,14.0,-0.0886538778618457,2.0,12.0,12.0,0.0
2019Q4,保定市,13,9.098671593947284e-05,15.0,-0.1291690332509293,4.0,11.0,11.0,0.0
2019Q4,保山市,72244,0.7149756541704604,1.0,-0.0194008628914952,7.0,6.0,0.0,6.0
2019Q4,保山市,7650,0.07570959186097145,3.0,0.0079910528414167,2.0,1.0,1.0,0.0
2019Q4,保山市,1399,0.013845453465816872,4.0,-0.021364533030258,9.0,5.0,0.0,5.0
2019Q4,保山市,255,0.002523653062032382,5.0,-0.0192275845285303,6.0,1.0,0.0,1.0
2019Q4,保山市,124,0.0012271881556549622,6.0,-0.0220736235269079,10.0,4.0,0.0,4.0
2019Q4,保山市,43,0.00042555718300938203,7.0,-0.0197249155773631,8.0,1.0,0.0,1.0
2019Q4,保山市,29,0.00028700368156446695,9.0,0.0171982042400938,1.0,8.0,8.0,0.0
2019Q4,保山市,16,0.00015834685879418867,10.0,0.0010684742508638,4.0,6.0,6.0,0.0
2019Q4,保山市,14,0.00013855350144491508,11.0,-0.005307040185973,5.0,6.0,6.0,0.0
2019Q4,保山市,11,0.0001088634654210047,13.0,0.0074664927277625,3.0,10.0,10.0,0.0
2019Q4,信阳市,75119,0.6626880155264435,1.0,0.0341252389157094,1.0,0.0,0.0,0.0
2019Q4,信阳市,11690,0.1031273433020158,3.0,-0.0419220843623526,8.0,5.0,0.0,5.0
2019Q4,信阳市,2744,0.02420713687089233,4.0,-0.0168419705023864,6.0,2.0,0.0,2.0
2019Q4,信阳市,237,0.0020907767632658463,5.0,-0.0072995143978104,5.0,0.0,0.0,0.0
2019Q4,信阳市,180,0.0015879317189360857,6.0,0.0205640783273659,2.0,4.0,4.0,0.0
2019Q4,信阳市,73,0.0006439945304574125,7.0,-0.01923230955329,7.0,0.0,0.0,0.0
2019Q4,信阳市,59,0.000520488730095717,8.0,-0.2793191367295879,10.0,2.0,0.0,2.0
2019Q4,信阳市,24,0.0002117242291914781,9.0,-0.0012930607269651,3.0,6.0,6.0,0.0
2019Q4,信阳市,21,0.00018525870054254335,10.0,-0.0986743109916989,9.0,1.0,1.0,0.0
2019Q4,信阳市,15,0.00013232764324467382,11.0,-0.0050342956132416,4.0,7.0,7.0,0.0
2019Q4,克拉玛依市,23209,0.6983090624623902,1.0,0.023588120713468,2.0,1.0,0.0,1.0
2019Q4,克拉玛依市,7216,0.21711397280057768,2.0,-0.0054562395006228,5.0,3.0,0.0,3.0
2019Q4,克拉玛依市,233,0.0070104705740763025,4.0,-0.0251426739931336,6.0,2.0,0.0,2.0
2019Q4,克拉玛依市,20,0.0006017571308220002,5.0,-0.1414981182372219,7.0,2.0,0.0,2.0
2019Q4,克拉玛依市,16,0.0004814057046576002,6.0,0.0032295018009064,3.0,3.0,3.0,0.0
